Author,Names,Jobs,Num_Trials,Model,Temperature,Metric,Sensitive_Attribute_Vector,Result_Vector,Std_Error_Vector,P_Value_Vector,Random_State
armstrong,wen,wang,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[1.0712500000000629],[0.25526673066979844],[2.7096292065255355e-05],42.0
armstrong,wen,wang,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.006801965188542258],,[2.7096292065255355e-05],42.0
armstrong,wen,wang,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,['Woman'],[1.00831255195345],,[2.7096292065255355e-05],42.0
armstrong,wen,wang,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,['Woman'],[1.00831255195345],,[2.7096292065255355e-05],42.0
armstrong,wen,wang,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,['Woman'],[1.0217238962859145],,[2.7096292065255355e-05],42.0
armstrong,wen,wang,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[1.3472776075905255],,[0.17798628995741295],42.0
armstrong,wen,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.30812500000012216],[0.08633128700046107],[0.0003582096299173243],42.0
armstrong,wen,rozado,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.001584887948743452],,[0.0003582096299173243],42.0
armstrong,wen,rozado,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,['Woman'],[1.0437424058323208],,[0.0003582096299173243],42.0
armstrong,wen,rozado,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,['Woman'],[1.0288461538461537],,[0.0003582096299173243],42.0
armstrong,wen,rozado,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,['Woman'],[1.0288461538461537],,[0.0003582096299173243],42.0
armstrong,wen,rozado,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[2.9121376651223074],,[0.0036144914655582344],42.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[1.6424999999998362],[0.7968243686964642],[0.03927371881879994],42.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0020600353148910733],,[0.03927371881879994],42.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,['Woman'],[0.9987546699875467],,[0.03927371881879994],42.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,['Woman'],[1.0088809946714032],,[0.03927371881879994],42.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,['Woman'],[1.0075705437026843],,[0.03927371881879994],42.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[0.44156571941047457],,[0.6588333487906304],42.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.12249999999921275],[0.2049951955703855],[0.5501235625530332],42.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.00029679525643766524],,[0.5501235625530332],42.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,['Woman'],[1.0352201257861635],,[0.5501235625530332],42.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,['Woman'],[0.9939271255060729],,[0.5501235625530332],42.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,['Woman'],[0.9939271255060729],,[0.5501235625530332],42.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[0.5620376401625173],,[0.5741297626153994],42.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.48000000000002113],[0.1576726525536128],[0.0023323648818398598],42.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0025892760815622307],,[0.0023323648818398598],42.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,['Woman'],[1.0894039735099337],,[0.0023323648818398598],42.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,['Woman'],[1.0487038491751768],,[0.0023323648818398598],42.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,['Woman'],[1.0031407035175879],,[0.0023323648818398598],42.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[3.16001017045511],,[0.0015923698677414908],42.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.3475000000000914],[0.15535146984142495],[0.025295276467135],42.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.00187580548301991],,[0.025295276467135],42.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,['Woman'],[1.0325027085590466],,[0.025295276467135],42.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,['Woman'],[1.0369496855345912],,[0.025295276467135],42.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,['Woman'],[1.0018820577164367],,[0.025295276467135],42.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[2.2956291928114454],,[0.021761510819729834],42.0
armstrong,wen,wen,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.36000000000000415],[0.15802180142774366],[0.022716649697126667],42.0
armstrong,wen,wen,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0020184605033535807],,[0.022716649697126667],42.0
armstrong,wen,wen,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,['Woman'],[1.0378863409770689],,[0.022716649697126667],42.0
armstrong,wen,wen,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,['Woman'],[1.005641748942172],,[0.022716649697126667],42.0
armstrong,wen,wen,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,['Woman'],[1.0055710306406684],,[0.022716649697126667],42.0
armstrong,wen,wen,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[1.063749623546549],,[0.28752245131518867],42.0
armstrong,wang,wang,160,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[2.4562499999366776],[5.507160735352253],[0.6555898597787314],42.0
armstrong,wang,wang,160,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.015059894695698128],,[0.6555898597787314],42.0
armstrong,wang,wang,160,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,['Woman'],[1.063793103448276],,[0.6555898597787314],42.0
armstrong,wang,wang,160,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,['Woman'],[1.063793103448276],,[0.6555898597787314],42.0
armstrong,wang,wang,160,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,['Woman'],[1.0755395683453237],,[0.6555898597787314],42.0
armstrong,wang,wang,160,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[5.059760341676256],,[4.434708365822275e-07],42.0
armstrong,armstrong,wen,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[1.5099999999999676],[0.4456221089275002],[0.0007027057538658124],42.0
armstrong,armstrong,wen,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.00629590399183394],,[0.0007027057538658124],42.0
armstrong,armstrong,wen,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,['Woman'],[1.0735483870967741],,[0.0007027057538658124],42.0
armstrong,armstrong,wen,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,['Woman'],[1.06062874251497],,[0.0007027057538658124],42.0
armstrong,armstrong,wen,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,['Woman'],[1.0513513513513513],,[0.0007027057538658124],42.0
armstrong,armstrong,wen,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[4.051997234859993],,[5.199031129476258e-05],42.0
armstrong,rozado,wen,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.5487499999999167],[0.1358077806148877],[5.330611900398837e-05],42.0
armstrong,rozado,wen,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.002900944954734641],,[5.330611900398837e-05],42.0
armstrong,rozado,wen,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.50,['Woman'],[1.0464098073555166],,[5.330611900398837e-05],42.0
armstrong,rozado,wen,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.70,['Woman'],[1.0464098073555166],,[5.330611900398837e-05],42.0
armstrong,rozado,wen,10,gpt-4o-2024-11-20,1.0,impact_ratio_0.90,['Woman'],[1.0439093484419264],,[5.330611900398837e-05],42.0
armstrong,rozado,wen,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[3.633548664763146],,[0.00028394523402692893],42.0
armstrong,wang,wen,160,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.6987500000073336],[4.0324286815144985],[0.8624292466243907],42.0
armstrong,wang,wen,160,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0036950615733426506],[0.13342435648712156],[0.8624292466243907],42.0
armstrong,wang,wen,160,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[5.237049804077182],[0.13342435648712156],[1.7371802853505845e-07],42.0
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.792499999999371],[0.21712455160078076],[0.0002622620018421726],42.0
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.003356149710799894],[0.147993084720199],[0.0002622620018421726],42.0
armstrong,armstrong,armstrong,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[4.1682690861284435],[0.147993084720199],[3.150594707310967e-05],42.0
armstrong,wang,armstrong,160,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[1.2031249999336442],[4.243732981688096],[0.7767887594731288],42.0
armstrong,wang,armstrong,160,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.006538212028272206],[0.15200456856979064],[0.7767887594731288],42.0
armstrong,wang,armstrong,160,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[7.915058154634366],[0.15200456856979064],[3.3779625665883057e-15],42.0
armstrong,rozado,wang,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[-0.23937500000009887],[0.2992974574435156],[0.42383269756838937],42.0
armstrong,rozado,wang,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[-0.001621225782146185],[0.8813582329614134],[0.42383269756838937],42.0
armstrong,rozado,wang,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[-0.27159784869278636],[0.8813582329614134],[0.7859487845798151],42.0
armstrong,rozado,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[-0.04937500000016577],[0.11863433602690104],[0.6772674260072231],42.0
armstrong,rozado,rozado,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[-0.0002536286555434031],[0.09774110751902844],[0.6772674260072231],42.0
armstrong,rozado,rozado,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[-0.5051610448590967],[0.09774110751902844],[0.6134805386430708],42.0
armstrong,wang,rozado,160,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.9799999999626341],[3.203327243031126],[0.7596564945680522],42.0
armstrong,wang,rozado,160,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.00511635798843596],[0.10725378854076771],[0.7596564945680522],42.0
armstrong,wang,rozado,160,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[9.137206371292898],[0.10725378854076771],[1.1090156686281546e-19],42.0
armstrong,wen,wang,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[1.0712500000000629],[0.25526673066979844],[2.7096292065255355e-05],42.0
armstrong,wen,wang,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.006801965188542258],[0.7951219510846262],[2.7096292065255355e-05],42.0
armstrong,wen,wang,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[1.3472776075905255],[0.7951219510846262],[0.17798628995741295],42.0
armstrong,wen,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.30812500000012216],[0.08633128700046107],[0.0003582096299173243],42.0
armstrong,wen,rozado,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.001584887948743452],[0.10580715454846568],[0.0003582096299173243],42.0
armstrong,wen,rozado,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[2.9121376651223074],[0.10580715454846568],[0.0036144914655582344],42.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[1.6424999999998362],[0.7968243686964642],[0.03927371881879994],42.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0020600353148910733],[0.6737388953046121],[0.03927371881879994],42.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[0.44156571941047457],[0.6737388953046121],[0.6588333487906304],42.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.12249999999921275],[0.2049951955703855],[0.5501235625530332],42.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.00029679525643766524],[0.10230631525561845],[0.5501235625530332],42.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[0.5620376401625173],[0.10230631525561845],[0.5741297626153994],42.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.48000000000002113],[0.1576726525536128],[0.0023323648818398598],42.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0025892760815622307],[0.15189824529294907],[0.0023323648818398598],42.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[3.16001017045511],[0.15189824529294907],[0.0015923698677414908],42.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.3475000000000914],[0.15535146984142495],[0.025295276467135],42.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.00187580548301991],[0.15137462142760744],[0.025295276467135],42.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[2.2956291928114454],[0.15137462142760744],[0.021761510819729834],42.0
armstrong,wen,wen,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.36000000000000415],[0.15802180142774366],[0.022716649697126667],42.0
armstrong,wen,wen,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0020184605033535807],[0.33842550166998586],[0.022716649697126667],42.0
armstrong,wen,wen,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[1.063749623546549],[0.33842550166998586],[0.28752245131518867],42.0
armstrong,wang,wang,160,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[2.4562499999366776],[5.507160735352253],[0.6555898597787314],42.0
armstrong,wang,wang,160,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.015059894695698128],[0.48544789360245905],[0.6555898597787314],42.0
armstrong,wang,wang,160,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[5.059760341676256],[0.48544789360245905],[4.434708365822275e-07],42.0
armstrong,armstrong,wen,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[1.5099999999999676],[0.4456221089275002],[0.0007027057538658124],42.0
armstrong,armstrong,wen,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.00629590399183394],[0.2777951056619842],[0.0007027057538658124],42.0
armstrong,armstrong,wen,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[4.051997234859993],[0.2777951056619842],[5.199031129476258e-05],42.0
armstrong,rozado,wen,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.5487499999999167],[0.1358077806148877],[5.330611900398837e-05],42.0
armstrong,rozado,wen,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.002900944954734641],[0.15102315962397292],[5.330611900398837e-05],42.0
armstrong,rozado,wen,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[3.633548664763146],[0.15102315962397292],[0.00028394523402692893],42.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.4025000000000463],[0.2509498966759987],[0.10873481359426738],4.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0017509527242765],[0.09133332420353915],[0.10873481359426738],4.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[3.7226281093448743],[0.09133332420353915],[0.00020055677820366623],4.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.33749999999998476],[0.22307832359663593],[0.13029959077695197],3.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0010904629924122222],[0.1072438094175148],[0.13029959077695197],3.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[1.958154984801361],[0.1072438094175148],[0.050298648876440255],3.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.2274999999998558],[0.28415859819703154],[0.42335789849137784],2.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0008931784300622025],[0.10420176785080601],[0.42335789849137784],2.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[1.6674381210958364],[0.10420176785080601],[0.09552522929666331],2.0
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.4556250000000637],[0.09853756888291139],[3.7664428564930707e-06],42.0
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.002465178091363762],[0.15326247960408762],[3.7664428564930707e-06],42.0
armstrong,lippens,armstrong,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[2.9728411100810996],[0.15326247960408762],[0.0029725915615033535],42.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[-0.6225000000001101],[0.7287940004880709],[0.3930214234607362],2.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[-0.005939184741028003],[0.38539103968432503],[0.3930214234607362],2.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[-2.706666457150717],[0.38539103968432503],[0.006832354856596639],2.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.15999999999991832],[0.17118691893187918],[0.3499682620324328],5.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0010640878438474832],[0.10347286969037149],[0.3499682620324328],5.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[1.9872358871973166],[0.10347286969037149],[0.04698143541708991],5.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.21250000000016311],[0.19183455005793437],[0.2679804346346065],8.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0007170079452231692],[0.0953017527312052],[0.2679804346346065],8.0
armstrong,armstrong,rozado,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[1.4559018698359156],[0.0953017527312052],[0.145517908476088],8.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.18937500000010746],[0.13150592170042405],[0.1498534741785592],1.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.001020487206862486],[0.14834206203325156],[0.1498534741785592],1.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[1.2766102709125686],[0.14834206203325156],[0.20183256620655637],1.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.32250000000003637],[0.1003295190943643],[0.0013071383494629347],4.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0017480740695570707],[0.15545090377920728],[0.0013071383494629347],4.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[2.074610003284792],[0.15545090377920728],[0.0381024991462337],4.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[2.440000000000724],[0.5842270142893576],[2.9608246240830205e-05],3.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.008910668674548372],[0.8396817994640333],[2.9608246240830205e-05],3.0
armstrong,armstrong,wang,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[1.5943539574807093],[0.8396817994640333],[0.11095559565340994],3.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.4081250000000232],[0.15290513513613502],[0.007604605994613773],4.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0022002014885895704],[0.15160856017098795],[0.007604605994613773],4.0
armstrong,wen,armstrong,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[2.691965411053998],[0.15160856017098795],[0.007140235946014187],4.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.360624999999864],[0.14101747945208437],[0.010548604833065441],1.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,score_difference,['Woman'],[0.0019504774782388434],[0.15399413047173816],[0.010548604833065441],1.0
armstrong,rozado,armstrong,10,gpt-4o-2024-11-20,1.0,ttest,['Woman'],[2.3418100345466266],[0.15399413047173816],[0.019251541786219673],1.0
armstrong,gaeb,rozado,10,gpt-4o-2024-11-20,1.0,regression_coefficients,['Woman'],[0.061874999999967074],[0.1314232540944229],[0.637778500018837],42.0
